Cycles,Capacity,EMD_Capacity
49.0,1.815702515484584,1.7877916871979318
50.0,1.800243217805667,1.7829500519878052
51.0,1.7904476205609308,1.7780197197279382
52.0,1.780343032300132,1.7730119718071025
53.0,1.775328769596812,1.7679377925472282
54.0,1.770262973473285,1.7628069780028803
55.0,1.760081061854204,1.7576290271617814
56.0,1.749647593537689,1.7524134390116537
57.0,1.749650075059311,1.74716936991797
58.0,1.745028739214683,1.7419046057571974
59.0,1.739645745528673,1.7366265897835533
60.0,1.7285642277717963,1.7313427652512536
61.0,1.723900324588418,1.7260605754145162
62.0,1.7139788776485192,1.720787463527557
63.0,1.7139701997004613,1.7155308728445933
64.0,1.7036521173638766,1.710298246619842
65.0,1.7040137474382486,1.7050970281075195
66.0,1.6935716157343033,1.6999346605618426
67.0,1.6876577363877656,1.6948185872370285
68.0,1.6830744356583152,1.6897562513872937
69.0,1.6779270142025482,1.684755096266855
70.0,1.6732060275966172,1.6798225651299292
71.0,1.6674367208253988,1.6749661012307333
72.0,1.6622662630667526,1.6701931478234842
73.0,1.6574243065763063,1.6655111481623979
74.0,1.652538684928734,1.6609275455016919
75.0,1.6472174627573322,1.6564497830955836
76.0,1.6364136810898071,1.6520853041982881
77.0,1.6362554312048496,1.6478399469811074
78.0,1.641119179218384,1.6437131292836773
79.0,1.6315700789656966,1.639702663862717
80.0,1.621213282987236,1.6358058314271338
81.0,1.6164273214762122,1.6320177844945778
82.0,1.615823510161921,1.6283331435348873
83.0,1.61672418029789,1.6247465290179006
84.0,1.6108655863730026,1.621252561413454
85.0,1.6006603374309376,1.6178458611913877
86.0,1.5959174487005665,1.6145210488215362
87.0,1.5962179519462243,1.6112727447737396
88.0,1.5958065114633972,1.608095569517835
89.0,1.5906507821480704,1.6049841435236598
90.0,1.6888211161855506,1.601933087261052
91.0,1.6259938279733204,1.598937021199849
92.0,1.6157433862812898,1.595990565809889
93.0,1.6056626764846538,1.5930883415610098
94.0,1.5949746921524348,1.5902249689230483
95.0,1.5904102438871943,1.587395068365843
96.0,1.5853517062988178,1.5845936412144848
97.0,1.5799737147242376,1.581817459194784
98.0,1.5752185465278068,1.5790644199262962
99.0,1.569798484648868,1.5763316964869638
100.0,1.5702565375950357,1.5736162190743996
101.0,1.565249873909438,1.570914917886217
102.0,1.559633933561147,1.5682247231200277
103.0,1.5649820533392105,1.5655425649734447
104.0,1.57497949984227,1.562865373644081
105.0,1.5652811168780458,1.5601900793295482
106.0,1.559755497470126,1.5575136122274604
107.0,1.549897685670499,1.5548329025354295
108.0,1.543877153134502,1.5521448804510682
109.0,1.5450187488690073,1.549446476171989
110.0,1.5445940154102908,1.5467346198958054
111.0,1.5343086721758876,1.5440064935304487
112.0,1.5287603942958483,1.5412602858251305
113.0,1.5289260249179843,1.538495266990194
114.0,1.529091650133123,1.535714026239231
115.0,1.5239059324661248,1.5329199825366482
116.0,1.5186675419100617,1.5301165548468512
117.0,1.5136482266426952,1.5273071621342444
118.0,1.5136050185229033,1.5244952233632336
119.0,1.5139470614867965,1.5216841574982245
120.0,1.5339599193158786,1.5188773835036222
121.0,1.5391372798653098,1.516078320343832
122.0,1.5236247972838737,1.51329038698326
123.0,1.5135813035589147,1.5105170023863108
124.0,1.5077850749847914,1.5077615855173905
125.0,1.5031960676037333,1.5050275553409038
126.0,1.497822059699588,1.5023181225959867
127.0,1.492848534633516,1.4996353799890303
128.0,1.492414389867026,1.496980071474512
129.0,1.487482776538081,1.4943526558752471
130.0,1.482535148640411,1.49175356903798
131.0,1.4827874322228984,1.489183154905176
132.0,1.476971179775059,1.4866417344432294
133.0,1.4819015554137276,1.484129628618535
134.0,1.4981366198874824,1.4816471583974866
135.0,1.4820775214392872,1.4791946447464785
136.0,1.4771155312812152,1.476772408631906
137.0,1.4720772783056488,1.4743807710201626
138.0,1.472248013656454,1.472020052877643
139.0,1.4670106672274663,1.4696906045297138
140.0,1.461767249533538,1.46739289373763
141.0,1.4566952670489708,1.465127417621619
142.0,1.451354972758956,1.4628946733019077
143.0,1.451615926257375,1.4606951578987233
144.0,1.4468161332173683,1.4585293685322935
145.0,1.4467570607768785,1.4563978023228454
146.0,1.4413797481446793,1.4543009563906062
147.0,1.4362456252208178,1.452239327855803
148.0,1.4368154153924828,1.4502131296324625
149.0,1.4362945145860049,1.4482214378098068
150.0,1.4418575315878015,1.4462630442708595
151.0,1.4672063484781797,1.4443367408986425
152.0,1.4518640367848883,1.442441319576177
153.0,1.44713797527485,1.4405755721864864
154.0,1.441790586562399,1.4387382906125925
155.0,1.431630947911111,1.4369282667375174
156.0,1.4318084249673686,1.4351442924442837
157.0,1.4262562585106868,1.4333851596159128
158.0,1.4260877528924911,1.4316496601354278
159.0,1.4212633510031694,1.429936585885851
160.0,1.4163272748795108,1.428244728750204
161.0,1.4165781829175994,1.4265728806115094
162.0,1.4108401729425175,1.424919833352789
163.0,1.4109949628347804,1.423284378857066
164.0,1.40617142903988,1.4216653090073614
165.0,1.4063358479692922,1.4200614156866984
166.0,1.4004552399066514,1.4184714907780986
167.0,1.4217865046055154,1.416894326164585
168.0,1.4324552720625434,1.4153287137291788
