Cycles,Capacity,EMD_Capacity
118.0,1.3647168898640163,1.3916410053702388
119.0,1.3589854739373584,1.3912789679534336
120.0,1.34623087640088,1.3909420580987588
121.0,1.4268427818454643,1.3906306354334395
122.0,1.4064481483279665,1.3903450595847
123.0,1.3934907492075153,1.3900856901797658
124.0,1.3882493512249316,1.3898528868458615
125.0,1.3701878338420928,1.3896470092102122
126.0,1.379695166560862,1.389468416900043
127.0,1.3686586323935683,1.389317469542578
128.0,1.3627371779096438,1.3891945267650432
129.0,1.3634051133928071,1.3890999481946629
130.0,1.3518646035305233,1.3890340934586616
131.0,1.3547969729652622,1.3889973221842653
132.0,1.341051440640485,1.3889899939986983
